"data_rif","age","profession","region","account_balance","num_trx_cd","num_trx_cc","num_trx_cp","num_mov_conto","sum_mov_conto_pos","sum_mov_conto_neg","num_prodotti","TARGET"
"2022-07-31",29,"Non occupato","UMBRIA",-53890.067681531895,24,0,9,13,1794,-4368,9,"1"
"2022-07-31",44,"Lavoratore autonomo","SARDEGNA",118468.5671763809,26,130,0,0,0,0,2,"0"
"2022-07-31",25,"Imprenditore","BASILICATA",26727.59100071096,161,0,83,7,14,-1771,11,"0"
"2022-07-31",22,"Imprenditore","UMBRIA",25559.555449399188,0,0,113,0,0,0,2,"0"
"2022-07-31",21,"Lavoratore autonomo","MOLISE",-65453.76496143485,80,45,0,2,896,-778,2,"0"
"2022-07-31",26,"Non occupato","EMILIA-ROMAGNA",73139.79593377415,0,0,0,0,0,0,2,"0"
"2022-07-31",24,"Lavoratore dipendente","FRIULI-VENEZIA GIULIA",275.90731136329885,237,18,0,14,868,-3416,8,"0"
"2022-07-31",23,"Lavoratore autonomo","CAMPANIA",-56654.18113327532,297,0,41,0,0,0,1,"0"
"2022-07-31",23,"Imprenditore","LOMBARDIA",49147.779610372374,0,0,23,15,4080,-3060,8,"0"
"2022-07-31",21,"Lavoratore autonomo","MARCHE",19995.294131168448,114,69,80,0,0,0,3,"1"
"2022-07-31",22,"Lavoratore dipendente","LAZIO",10103.78764308176,18,0,66,14,5502,-882,9,"0"
"2022-07-31",26,"Imprenditore","BASILICATA",187485.1777114295,150,16,47,30,13560,-8580,1,"0"
"2022-07-31",22,"Studente","SARDEGNA",-9842.902611280657,316,44,0,0,0,0,1,"0"
"2022-07-31",21,"Lavoratore autonomo","VENETO",-11378.59737970672,171,30,37,0,0,0,3,"0"
"2022-07-31",35,"Non occupato","LIGURIA",-58070.66689556577,0,59,55,0,0,0,2,"0"
"2022-07-31",23,"Lavoratore dipendente","PUGLIA",72429.4467192049,3,0,0,10,4390,-200,1,"0"
"2022-07-31",51,"Lavoratore autonomo","CAMPANIA",202813.79541413413,134,0,74,11,737,-352,1,"0"
"2022-07-31",23,"Lavoratore dipendente","CALABRIA",-34983.671288594815,0,0,18,55,13860,-19855,2,"0"
"2022-07-31",23,"Lavoratore autonomo","LAZIO",4773.4186774994,178,0,0,0,0,0,8,"0"
"2022-07-31",45,"Lavoratore autonomo","PIEMONTE",112918.78406726304,23,0,146,0,0,0,7,"1"
"2022-07-31",23,"Non occupato","LAZIO",4184.838844358176,0,15,0,0,0,0,2,"0"
"2022-07-31",23,"Lavoratore dipendente","SICILIA",37630.24034604478,50,22,27,0,0,0,7,"0"
"2022-07-31",26,"Lavoratore autonomo","MOLISE",-66396.05080737887,54,21,88,0,0,0,2,"0"
"2022-07-31",54,"Imprenditore","PIEMONTE",-40398.18394766521,71,0,18,0,0,0,14,"1"
"2022-07-31",51,"Lavoratore autonomo","LIGURIA",-158356.6780819437,190,9,46,6,1818,-672,2,"0"
"2022-07-31",26,"Non occupato","PIEMONTE",60951.95230520459,32,18,29,0,0,0,1,"0"
"2022-07-31",34,"Lavoratore autonomo","LOMBARDIA",102541.10933438088,17,0,0,0,0,0,7,"0"
"2022-07-31",23,"Studente","EMILIA-ROMAGNA",49650.564915123185,0,0,0,3,1212,-441,9,"0"
"2022-07-31",23,"Studente","TOSCANA",130490.0307120509,0,6,0,0,0,0,2,"0"
"2022-07-31",32,"Lavoratore autonomo","LOMBARDIA",-22254.98395110515,199,0,0,31,14198,-15407,2,"0"
"2022-07-31",67,"Imprenditore","TOSCANA",142624.1524663827,40,91,14,19,5434,-5700,2,"0"
"2022-07-31",21,"Studente","EMILIA-ROMAGNA",-67160.34118215137,15,0,0,46,15364,-17526,7,"0"
"2022-07-31",33,"Imprenditore","LAZIO",-198909.45080079505,0,27,0,0,0,0,8,"1"
"2022-07-31",21,"Lavoratore dipendente","LAZIO",-93705.38672663712,27,0,0,0,0,0,1,"0"
"2022-07-31",25,"Lavoratore autonomo","UMBRIA",20905.11811561497,22,70,0,27,11421,-6642,1,"0"
"2022-07-31",23,"Studente","BASILICATA",18368.682796520472,89,1,25,1,176,-144,1,"0"
"2022-07-31",25,"Imprenditore","LAZIO",58396.11790593707,0,0,14,27,4320,-2835,7,"0"
"2022-07-31",25,"Studente",,11454.153669082343,5,122,44,0,0,0,1,"0"
"2022-07-31",49,"Lavoratore autonomo","LIGURIA",-146136.58537692297,0,0,0,0,0,0,1,"0"
"2022-07-31",43,"Studente","VENETO",-68950.25611537136,0,0,0,0,0,0,10,"1"
"2022-07-31",35,"Lavoratore autonomo","BASILICATA",96575.3732019332,133,0,0,21,7854,-10122,11,"0"
"2022-07-31",30,"Imprenditore","VENETO",-40555.065406328766,91,0,0,0,0,0,2,"0"
"2022-07-31",26,"Lavoratore autonomo","MARCHE",15249.927396474795,0,88,19,0,0,0,1,"0"
"2022-07-31",25,"Imprenditore","MARCHE",107414.23666343746,126,71,0,0,0,0,1,"0"
"2022-07-31",26,"Non occupato","VENETO",-13317.36187617372,17,31,0,0,0,0,9,"0"
"2022-07-31",22,"Lavoratore autonomo","LOMBARDIA",42831.23110205288,0,0,0,0,0,0,1,"0"
"2022-07-31",24,"Imprenditore","TOSCANA",-60543.326296934254,101,13,0,0,0,0,7,"0"
"2022-07-31",23,"Lavoratore dipendente","TOSCANA",-93806.93808282338,48,5,94,0,0,0,2,"0"
"2022-07-31",23,"Imprenditore","SICILIA",-32444.548541531058,40,0,40,15,1425,-4350,9,"0"
"2022-07-31",46,"Studente","EMILIA-ROMAGNA",212466.92093726224,0,0,37,8,1264,-232,6,"1"
"2022-07-31",22,"Studente","MARCHE",-48803.65984801856,0,0,16,15,5745,-2655,6,"1"
"2022-07-31",22,"Non occupato","LAZIO",38498.36147931076,174,125,0,0,0,0,2,"0"
"2022-07-31",71,"Studente","ABRUZZO",86004.30660303509,0,5,4,18,7182,-558,2,"0"
"2022-07-31",23,"Imprenditore","TOSCANA",-8684.350551217642,8,28,0,9,4104,-702,2,"1"
"2022-07-31",31,"Non occupato","MARCHE",-6886.161751034639,0,0,14,19,8702,-2261,9,"0"
"2022-07-31",25,"Lavoratore autonomo","PUGLIA",-40736.79879926479,0,34,0,0,0,0,2,"0"
"2022-07-31",31,"Lavoratore dipendente","SARDEGNA",52653.72523479398,24,72,13,0,0,0,1,"0"
"2022-07-31",22,"Lavoratore autonomo","LOMBARDIA",-33355.78338606003,0,34,0,26,9880,-9178,2,"0"
"2022-07-31",38,"Lavoratore dipendente","BASILICATA",110590.89764294637,83,0,68,0,0,0,5,"1"
"2022-07-31",34,"Lavoratore autonomo","VALLE AOSTA",-231764.076185326,166,6,14,23,3105,-10212,2,"0"
"2022-07-31",21,"Studente","SICILIA",-44544.46751065882,12,0,0,0,0,0,2,"0"
"2022-07-31",24,"Studente","LAZIO",7582.578561462825,0,6,0,3,669,-819,8,"0"
"2022-07-31",21,"Imprenditore","VENETO",26386.11877347597,0,25,0,4,492,-28,7,"0"
"2022-07-31",56,"Non occupato","PUGLIA",79794.91390532335,36,67,83,5,160,-2270,2,"0"
"2022-07-31",23,"Lavoratore dipendente","MARCHE",-206615.29952690157,0,69,0,7,2891,-812,1,"0"
"2022-07-31",35,"Studente","MARCHE",-706.3494958586816,111,0,31,0,0,0,10,"0"
"2022-07-31",24,"Imprenditore","SARDEGNA",-16324.48792300004,0,89,0,19,3914,-4066,1,"0"
"2022-07-31",22,"Lavoratore autonomo","BASILICATA",-39239.66253586903,68,0,13,0,0,0,1,"0"
"2022-07-31",22,,"TOSCANA",-90832.89962299544,0,84,0,0,0,0,1,"1"
"2022-07-31",22,"Non occupato","LOMBARDIA",9200.971735071416,0,0,19,39,1911,-13299,10,"0"
"2022-07-31",23,"Lavoratore autonomo","SARDEGNA",-61850.72808219737,132,0,0,12,564,-4500,1,"0"
"2022-07-31",21,"Studente","PUGLIA",63012.806907037,86,20,24,21,5817,-420,10,"0"
"2022-07-31",21,"Lavoratore dipendente","LIGURIA",-92771.0980334847,0,0,94,6,846,-1590,3,"1"
"2022-07-31",21,"Imprenditore","UMBRIA",-55217.67662163423,0,60,0,0,0,0,2,"0"
"2022-07-31",23,"Lavoratore autonomo","PIEMONTE",41927.143404820126,22,0,44,5,720,-1045,9,"0"
"2022-07-31",42,"Lavoratore dipendente","LOMBARDIA",-20156.57055676544,0,57,100,0,0,0,2,"0"
"2022-07-31",45,"Non occupato","SICILIA",85542.38517320622,145,0,42,23,2277,-9936,9,"1"
"2022-07-31",23,"Lavoratore autonomo","PIEMONTE",52388.112380459526,148,80,0,37,2960,-6808,1,"0"
"2022-07-31",59,"Studente","CALABRIA",146959.3540929791,141,0,0,0,0,0,1,"0"
"2022-07-31",22,"Lavoratore dipendente","PUGLIA",-161030.20057171417,126,4,0,0,0,0,2,"0"
"2022-07-31",25,"Studente","MOLISE",-46262.85436758226,0,63,,8,1752,-784,1,"0"
"2022-07-31",26,"Non occupato","SICILIA",16122.612749020194,57,0,0,1,199,-116,2,"0"
"2022-07-31",47,"Studente","SARDEGNA",-31527.799236337396,112,0,0,14,5166,-6440,9,"0"
"2022-07-31",33,"Studente","VALLE AOSTA",57585.78363750533,1,0,18,6,2214,-1788,2,"0"
"2022-07-31",21,"Lavoratore autonomo","ABRUZZO",-1791.5359658257198,0,39,49,0,0,0,2,"0"
"2022-07-31",25,"Imprenditore","LAZIO",-35409.972315280684,0,0,0,0,0,0,1,"0"
"2022-07-31",26,"Imprenditore","MARCHE",-72344.68554028125,0,0,0,1,266,-86,1,"0"
"2022-07-31",25,"Lavoratore dipendente","VENETO",-122101.3568153246,0,0,31,28,504,-1316,2,"0"
"2022-07-31",21,"Lavoratore dipendente","PUGLIA",-8938.87802341526,0,46,0,15,660,-6165,3,"1"
"2022-07-31",25,"Imprenditore","FRIULI-VENEZIA GIULIA",-145575.0637030768,0,0,0,0,0,0,1,"0"
"2022-07-31",21,"Lavoratore autonomo","CALABRIA",31512.946850620858,0,0,67,0,0,0,8,"0"
"2022-07-31",24,"Non occupato","PUGLIA",-51010.03150752541,0,0,0,0,0,0,2,"0"
"2022-07-31",68,"Imprenditore","FRIULI-VENEZIA GIULIA",36073.1446947686,146,0,0,9,801,-3366,10,"0"
"2022-07-31",49,"Lavoratore dipendente","LIGURIA",22338.93949119036,0,0,49,71,32731,-27193,2,"0"
"2022-07-31",26,"Lavoratore autonomo","ABRUZZO",-11987.552729353372,0,8,78,0,0,0,2,"0"
"2022-07-31",23,"Studente","MARCHE",-155625.93278581285,0,,60,16,5104,-864,4,"1"
"2022-07-31",22,"Lavoratore dipendente","LIGURIA",129830.53349010673,0,0,78,0,0,0,9,"1"
"2022-07-31",21,"Studente","PIEMONTE",180172.77080462797,0,0,0,0,0,0,9,"0"
"2022-07-31",21,"Studente","FRIULI-VENEZIA GIULIA",44390.014085655894,31,0,0,0,0,0,6,"0"
"2022-07-31",30,"Lavoratore autonomo","SICILIA",204072.92367097977,44,41,0,7,560,-3346,8,"0"
"2022-07-31",25,"Non occupato","PUGLIA",-76686.85165675929,18,0,0,22,638,-10450,7,"0"
"2022-07-31",46,"Lavoratore autonomo","CALABRIA",3107.189828699016,90,0,0,0,0,0,6,"1"
"2022-07-31",23,"Non occupato","SARDEGNA",63591.626290837354,15,0,0,0,0,0,1,"0"
"2022-07-31",23,"Studente","UMBRIA",-22821.595578693512,143,51,0,30,13800,-4470,2,"0"
"2022-07-31",21,"Imprenditore","FRIULI-VENEZIA GIULIA",63491.42686136798,156,32,24,12,2244,-2064,8,"0"
"2022-07-31",21,"Non occupato","PIEMONTE",29113.77343396283,0,68,0,0,0,0,3,"0"
"2022-07-31",23,"Lavoratore autonomo","SICILIA",121021.25601199896,0,11,78,0,0,0,2,"0"
"2022-07-31",50,"Lavoratore dipendente","VENETO",-66244.72877305617,77,46,0,0,0,0,1,"0"
"2022-07-31",21,"Lavoratore autonomo","BASILICATA",-13518.399744008064,0,0,62,0,0,0,1,"0"
"2022-07-31",26,"Lavoratore dipendente","MOLISE",33651.275171272646,155,63,4,0,0,0,1,"0"
"2022-07-31",40,"Studente","CAMPANIA",-46423.69273979346,0,94,8,53,20352,-17967,9,"1"
"2022-07-31",22,"Lavoratore autonomo","BASILICATA",-1270.8999742004175,73,0,79,0,0,0,8,"0"
"2022-07-31",22,"Imprenditore","VENETO",-77772.70260813442,0,30,0,26,3822,-10114,8,"0"
"2022-07-31",21,"Studente","LAZIO",-211832.2249204007,71,0,0,0,0,0,1,"0"
"2022-07-31",35,"Lavoratore dipendente","PIEMONTE",-60868.28419593728,152,0,0,0,0,0,1,"0"
"2022-07-31",21,"Non occupato","FRIULI-VENEZIA GIULIA",110331.8865000193,0,19,0,0,0,0,9,"0"
"2022-07-31",21,"Lavoratore autonomo","SICILIA",-149655.70710590886,0,0,35,22,3718,-9724,1,"0"
"2022-07-31",46,"Lavoratore dipendente","UMBRIA",63328.90435866768,0,73,5,0,0,0,2,"0"
"2022-07-31",21,"Studente","VENETO",-52005.642096037795,0,,0,0,0,0,2,"0"
"2022-07-31",25,"Lavoratore autonomo","MOLISE",-31816.005935347297,0,15,4,27,8937,-4752,11,"0"
"2022-07-31",21,,"VALLE AOSTA",-203885.3258472804,0,0,,9,3618,-3789,2,"0"
"2022-07-31",22,"Non occupato","VENETO",-31587.89273506589,142,0,19,32,6944,-5728,7,"0"
"2022-07-31",45,"Studente","TOSCANA",-60131.97793241712,45,0,43,12,4332,-96,11,"0"
"2022-07-31",46,"Studente","VALLE AOSTA",16162.624117727686,0,0,0,21,5628,-2520,4,"0"
"2022-07-31",21,"Lavoratore dipendente","SARDEGNA",94763.92584777925,14,0,0,0,0,0,1,"0"
"2022-07-31",22,"Studente","EMILIA-ROMAGNA",-39761.66157323429,191,0,0,44,12144,-14960,7,"0"
"2022-07-31",31,"Non occupato","CALABRIA",111416.90097216246,0,0,28,0,0,0,2,"0"
"2022-07-31",25,"Lavoratore dipendente","LOMBARDIA",11709.83980757646,75,44,2,0,0,0,1,"0"
"2022-07-31",25,"Studente","MOLISE",-81830.0320843293,227,97,93,4,432,-1004,1,"0"
"2022-07-31",26,"Studente","LIGURIA",-51486.71888854839,0,0,51,0,0,0,10,"0"
"2022-07-31",23,"Lavoratore autonomo","UMBRIA",-154715.68562894285,38,128,29,40,10920,-19160,1,"0"
"2022-07-31",46,"Imprenditore","TOSCANA",-61827.539996276224,0,0,51,0,0,0,7,"1"
"2022-07-31",22,"Imprenditore","SARDEGNA",72965.83737113104,50,93,72,0,0,0,2,"0"
"2022-07-31",23,"Imprenditore","FRIULI-VENEZIA GIULIA",19222.6278080993,95,28,0,11,3949,-1496,1,"0"
"2022-07-31",32,"Lavoratore autonomo","MARCHE",131638.2111933949,0,0,7,35,11725,-2695,2,"0"
"2022-07-31",30,"Lavoratore autonomo","SARDEGNA",59599.02628781635,149,0,0,32,10176,-4512,1,"0"
"2022-07-31",26,"Imprenditore","UMBRIA",2241.22186572475,0,0,0,30,12120,-14850,1,"0"
"2022-07-31",22,"Non occupato","LAZIO",-52608.26183614357,0,46,0,0,0,0,2,"0"
"2022-07-31",23,"Lavoratore dipendente","EMILIA-ROMAGNA",-45037.69239142057,0,0,6,0,0,0,7,"0"
"2022-07-31",25,"Studente","VENETO",98881.70350902552,0,0,10,0,0,0,4,"0"
"2022-07-31",23,"Lavoratore dipendente","LAZIO",-69958.22657820556,0,12,71,1,42,-488,1,"0"
"2022-07-31",24,"Lavoratore dipendente","BASILICATA",170516.32541705764,0,0,44,0,0,0,1,"0"
"2022-07-31",25,"Imprenditore","PUGLIA",-90827.99797783414,185,0,0,0,0,0,1,"0"
"2022-07-31",24,"Lavoratore dipendente","MARCHE",-3326.8926015174748,16,24,42,0,0,0,1,"0"
"2022-07-31",54,"Lavoratore autonomo","BASILICATA",-109685.27952021507,299,80,5,0,0,0,4,"1"
"2022-07-31",42,"Non occupato","ABRUZZO",-173747.37516595575,192,58,0,0,0,0,11,"1"
"2022-07-31",26,"Studente","TRENTINO-ALTO ADIGE",166034.23100972868,300,0,0,0,0,0,7,"0"
"2022-07-31",22,"Studente","MARCHE",-44730.87792757504,70,0,23,35,1050,-8610,9,"1"
"2022-07-31",30,"Lavoratore autonomo","MOLISE",25774.90536679792,0,28,0,49,3724,-18816,1,"0"
"2022-07-31",32,"Imprenditore","LOMBARDIA",8638.643884648489,165,38,16,0,0,0,5,"1"
"2022-07-31",30,"Non occupato","SICILIA",-143686.8023910933,14,10,56,11,3432,-4939,2,"0"
"2022-07-31",23,"Lavoratore dipendente","TOSCANA",-66508.77965173085,16,0,31,0,0,0,8,"0"
"2022-07-31",23,"Lavoratore dipendente","LIGURIA",42934.227488386736,0,0,0,17,5355,-3315,1,"0"
"2022-07-31",53,"Imprenditore","MARCHE",-44630.75987991169,0,36,18,14,3962,-6160,8,"0"
"2022-07-31",42,"Lavoratore dipendente","VENETO",63447.41516671542,0,0,0,0,0,0,1,"0"
"2022-07-31",26,"Studente","ABRUZZO",-119897.0559123977,157,29,2,2,708,-186,2,"0"
"2022-07-31",45,"Lavoratore autonomo","CAMPANIA",115842.70529728274,0,0,0,26,6760,-9776,7,"1"
"2022-07-31",22,"Imprenditore","LAZIO",-204682.7463043233,10,0,68,9,2628,-945,7,"0"
"2022-07-31",26,"Lavoratore autonomo","TRENTINO-ALTO ADIGE",64124.75643472808,0,0,0,0,0,0,1,"0"
"2022-07-31",26,"Lavoratore autonomo","PIEMONTE",83293.00624499437,0,0,60,0,0,0,1,"0"
"2022-07-31",23,"Studente","VENETO",-42679.6822374594,84,98,0,0,0,0,1,"0"
"2022-07-31",21,"Imprenditore","LAZIO",75571.43914606457,0,0,82,0,0,0,3,"1"
"2022-07-31",21,"Studente","BASILICATA",-9474.201162770543,16,0,0,0,0,0,4,"0"
"2022-07-31",25,"Imprenditore","TOSCANA",69289.71050542632,0,146,0,0,0,0,1,"0"
"2022-07-31",24,"Non occupato","LOMBARDIA",107398.8636586768,32,29,67,8,744,-3520,2,"0"
"2022-07-31",54,"Non occupato","BASILICATA",-68980.83130961125,0,0,0,13,3198,-3003,3,"1"
"2022-07-31",24,"Lavoratore dipendente","MARCHE",-22406.91612402744,2,31,36,7,406,-1925,1,"0"
"2022-07-31",21,"Imprenditore","PUGLIA",-208380.70171111744,190,6,82,25,1550,-3925,2,"0"
"2022-07-31",23,"Lavoratore autonomo","VENETO",-56841.2932071409,8,19,41,0,0,0,10,"0"
"2022-07-31",23,"Imprenditore","MOLISE",-54634.865988998026,0,34,0,34,12954,-13498,2,"0"
"2022-07-31",47,"Studente","SICILIA",-116467.86204810457,0,31,90,0,0,0,3,"1"
"2022-07-31",45,"Non occupato","CALABRIA",-11612.456232499924,0,32,31,0,0,0,8,"1"
"2022-07-31",22,"Studente","LIGURIA",-44911.10621497592,0,0,0,29,8265,-11455,8,"0"
"2022-07-31",26,"Imprenditore","ABRUZZO",-104491.96782362016,0,0,0,25,3525,-5225,7,"0"
"2022-07-31",21,"Studente","PUGLIA",65447.45831097867,210,0,65,1,352,-447,1,"0"
"2022-07-31",34,"Lavoratore dipendente","SICILIA",-7812.023759253956,130,57,30,0,0,0,2,"0"
"2022-07-31",23,"Studente","LAZIO",68050.67895731858,0,3,0,32,12736,-13568,6,"0"
"2022-07-31",21,"Non occupato","TOSCANA",-21882.403271384937,0,61,22,10,3450,-1850,2,"0"
"2022-07-31",24,"Non occupato","TOSCANA",-31600.76513947014,0,0,17,0,0,0,10,"0"
"2022-07-31",56,"Imprenditore","TOSCANA",-161479.46820444718,0,0,46,0,0,0,5,"1"
"2022-07-31",24,"Lavoratore dipendente","EMILIA-ROMAGNA",-186140.7628856562,33,0,0,19,6935,-6498,1,"0"
"2022-07-31",23,"Non occupato","CAMPANIA",190099.1785886456,20,53,42,15,4935,-6435,10,"0"
"2022-07-31",21,"Lavoratore dipendente","BASILICATA",29939.47065552482,0,0,0,0,0,0,3,"1"
"2022-07-31",22,"Studente","PIEMONTE",87962.24706920804,117,0,0,32,14944,-3072,1,"0"
"2022-07-31",22,"Lavoratore autonomo","BASILICATA",27940.378410631765,0,34,27,0,0,0,3,"0"
"2022-07-31",22,"Studente","TRENTINO-ALTO ADIGE",-102201.33679078064,158,0,0,0,0,0,11,"0"
"2022-07-31",24,"Non occupato","LIGURIA",-32344.07779108539,0,0,,35,4025,-13475,2,"0"
"2022-07-31",59,"Studente","PUGLIA",-41877.196587592975,265,0,27,0,0,0,11,"0"
"2022-07-31",34,"Lavoratore dipendente","ABRUZZO",-66565.48519401954,70,0,0,17,5083,-5508,1,"0"
"2022-07-31",30,"Lavoratore autonomo","MARCHE",39539.03895017394,216,69,47,18,1476,-7146,4,"1"
"2022-07-31",30,"Studente","LOMBARDIA",-128563.73483273583,123,13,27,1,24,-144,3,"0"
"2022-07-31",25,"Non occupato","TOSCANA",-43760.91071533289,66,0,20,0,0,0,4,"0"
"2022-07-31",21,"Lavoratore autonomo","LAZIO",76715.31773443162,0,0,0,35,1505,-16450,8,"0"
"2022-07-31",21,"Non occupato","CAMPANIA",78423.1207519026,0,32,51,45,2205,-13815,2,"0"
"2022-07-31",21,"Lavoratore autonomo","TRENTINO-ALTO ADIGE",166081.92287882385,352,0,54,47,18612,-5734,1,"0"
"2022-07-31",24,"Studente","LOMBARDIA",72189.12112228345,0,0,68,0,0,0,4,"0"
"2022-07-31",23,"Lavoratore dipendente","LIGURIA",37299.04408216493,104,0,8,26,6812,-884,1,"0"
"2022-07-31",21,"Lavoratore dipendente","VALLE AOSTA",8310.185467327232,0,2,42,1,160,-175,1,"0"
"2022-07-31",22,"Lavoratore dipendente","LAZIO",1622.4046712243044,110,10,0,11,979,-3520,2,"0"
"2022-07-31",23,"Studente","CALABRIA",-86361.66932990283,0,0,0,17,5559,-765,1,"0"
"2022-07-31",21,"Studente","CAMPANIA",73828.3152307325,0,79,0,0,0,0,1,"0"
"2022-07-31",22,"Imprenditore","SICILIA",-64918.25556695323,0,0,19,0,0,0,1,"0"
"2022-07-31",21,"Studente","LIGURIA",-56285.568080449426,72,0,18,0,0,0,1,"0"
"2022-07-31",22,"Lavoratore autonomo","TRENTINO-ALTO ADIGE",132470.28033852665,0,0,0,5,1390,-285,1,"0"
"2022-07-31",33,"Lavoratore dipendente","FRIULI-VENEZIA GIULIA",6029.5102923504655,27,0,0,6,1530,-900,1,"0"
"2022-07-31",22,"Imprenditore","LOMBARDIA",-22854.335788225333,0,0,0,0,0,0,10,"1"
"2022-07-31",22,"Imprenditore","BASILICATA",-48057.473736983695,0,0,0,0,0,0,2,"0"
"2022-07-31",23,"Studente","TRENTINO-ALTO ADIGE",-13685.243597256867,0,0,0,0,0,0,10,"0"
"2022-07-31",22,"Imprenditore","MOLISE",-109205.2919018596,6,37,0,0,0,0,2,"0"
"2022-07-31",45,"Lavoratore autonomo","ABRUZZO",-9122.434933808652,68,13,0,0,0,0,3,"1"
"2022-07-31",44,"Lavoratore dipendente","CAMPANIA",32747.985221446055,0,0,30,25,8425,-5950,2,"0"
"2022-07-31",22,"Non occupato","PUGLIA",-140546.35636064198,124,23,25,18,6786,-1836,4,"1"
"2022-07-31",32,"Non occupato","TRENTINO-ALTO ADIGE",-54399.14233667374,0,35,0,18,5436,-1764,10,"0"
"2022-07-31",21,"Non occupato","MARCHE",62542.73105609659,0,69,0,0,0,0,2,"0"
"2022-07-31",46,"Lavoratore dipendente","ABRUZZO",203972.28167876176,0,0,0,6,1236,-1284,3,"1"
"2022-07-31",22,"Imprenditore","PIEMONTE",-17646.549403419864,102,0,98,20,3340,-320,1,"0"
"2022-07-31",26,"Non occupato","FRIULI-VENEZIA GIULIA",-246899.2455350753,0,225,16,0,0,0,1,"0"
"2022-07-31",21,"Studente","MOLISE",81351.86005161294,88,0,0,24,9816,-7512,2,"0"
"2022-07-31",24,"Imprenditore","TRENTINO-ALTO ADIGE",211941.3689647591,0,16,3,0,0,0,1,"0"
"2022-07-31",24,"Studente","CAMPANIA",-67153.24820761161,91,8,0,0,0,0,1,"0"
"2022-07-31",24,"Lavoratore dipendente","MOLISE",-110460.75317325655,218,63,7,18,3528,-4014,2,"0"
"2022-07-31",22,"Lavoratore autonomo","CAMPANIA",128547.26115650604,35,45,43,40,11160,-15240,1,"0"
"2022-07-31",33,"Lavoratore dipendente","PUGLIA",-64795.07105356279,0,68,0,0,0,0,7,"0"
"2022-07-31",35,"Non occupato","LOMBARDIA",146974.7472684338,15,61,0,0,0,0,11,"0"
"2022-07-31",46,"Lavoratore dipendente","MOLISE",-147276.0519864801,0,0,0,5,1465,-2075,1,"0"
"2022-07-31",31,"Lavoratore autonomo","PUGLIA",57680.84216665804,0,19,0,12,4524,-3168,1,"0"
"2022-07-31",58,"Studente","PUGLIA",-141317.2342437778,49,85,0,5,1585,-1135,2,"0"
"2022-07-31",24,"Non occupato","VENETO",-210850.3850928968,0,69,12,3,204,-966,10,"0"
"2022-07-31",43,"Imprenditore","TRENTINO-ALTO ADIGE",31157.61996913059,157,0,28,0,0,0,6,"1"
"2022-07-31",23,"Imprenditore","BASILICATA",-19353.359198551836,0,0,0,0,0,0,10,"0"
"2022-07-31",23,"Studente","CALABRIA",82077.68365806736,0,62,41,0,0,0,1,"0"
"2022-07-31",25,"Non occupato","LIGURIA",110019.2785208494,0,43,65,0,0,0,11,"0"
"2022-07-31",23,"Lavoratore autonomo","EMILIA-ROMAGNA",123682.661927256,29,43,74,0,0,0,1,"0"
"2022-07-31",25,"Studente","PIEMONTE",55562.471203128625,119,6,0,0,0,0,2,"0"
"2022-07-31",26,"Imprenditore","UMBRIA",-30278.675485184333,0,0,0,0,0,0,1,"0"
"2022-07-31",23,"Lavoratore autonomo","MARCHE",90216.48409632329,0,0,0,16,2944,-4912,1,"0"
"2022-07-31",22,"Imprenditore","PIEMONTE",-769.5063449379579,167,52,0,0,0,0,1,"0"
"2022-07-31",25,"Imprenditore","MOLISE",25895.091080158545,0,9,20,14,4676,-308,1,"0"
"2022-07-31",25,"Imprenditore","MARCHE",179146.04064585007,36,0,0,43,6364,-1634,1,"0"
"2022-07-31",26,"Lavoratore autonomo","PIEMONTE",185671.60154912475,39,112,3,13,4108,-507,1,"0"
"2022-07-31",21,"Imprenditore","BASILICATA",44404.73193287379,106,13,0,0,0,0,3,"1"
"2022-07-31",25,"Studente","LIGURIA",87283.4001317001,38,0,0,47,10528,-3572,7,"0"
"2022-07-31",26,"Studente","UMBRIA",-200046.68644474863,43,0,51,0,0,0,1,"0"
"2022-07-31",31,"Lavoratore autonomo","FRIULI-VENEZIA GIULIA",32234.546074269365,75,0,30,37,3885,-15059,2,"0"
"2022-07-31",43,"Studente","MOLISE",-52551.202795606005,,0,0,18,3672,-1368,3,"1"
"2022-07-31",24,"Lavoratore dipendente","TRENTINO-ALTO ADIGE",59925.20730542543,0,95,60,0,0,0,2,"0"
"2022-07-31",24,"Imprenditore","BASILICATA",150189.46480071364,0,0,0,0,0,0,2,"0"
"2022-07-31",22,"Imprenditore","PIEMONTE",-81548.82705406283,97,0,27,0,0,0,4,"0"
"2022-07-31",21,"Non occupato","MARCHE",17677.63266617284,0,0,4,14,4214,-4928,1,"0"
"2022-07-31",21,"Lavoratore autonomo","TOSCANA",1950.5738581210628,0,113,27,17,7565,-2482,2,"0"
"2022-07-31",21,"Studente","LAZIO",145360.46141565268,0,0,0,0,0,0,7,"0"
"2022-07-31",26,"Studente","CALABRIA",-53677.69247202299,0,0,0,0,0,0,2,"0"
"2022-07-31",22,"Studente","MOLISE",7287.347699083009,0,0,0,0,0,0,8,"0"
"2022-07-31",26,"Lavoratore autonomo","TRENTINO-ALTO ADIGE",-85508.46150342813,41,0,0,4,656,-1024,5,"0"
"2022-07-31",24,"Lavoratore autonomo","FRIULI-VENEZIA GIULIA",33175.824059353676,19,0,28,0,0,0,10,"0"
